No.,Time,Source,Destination,Protocol,Length,Info
1,0,10.0.1.2,10.0.1.3,TCP,74,33917  >  10 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992349 TSecr=0 WS=128
4,0.0004665,10.0.1.3,10.0.1.2,TCP,54,"10  >  33917 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
5,0.0017069,10.0.1.2,10.0.1.3,TCP,74,43113  >  1 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992351 TSecr=0 WS=128
6,0.0021785,10.0.1.3,10.0.1.2,TCP,54,"1  >  43113 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
7,0.0033514,10.0.1.2,10.0.1.3,TCP,74,40455  >  2 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992353 TSecr=0 WS=128
8,0.0035395,10.0.1.3,10.0.1.2,TCP,54,"2  >  40455 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9,0.0047544,10.0.1.2,10.0.1.3,TCP,74,41973  >  3 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992354 TSecr=0 WS=128
10,0.0049619,10.0.1.3,10.0.1.2,TCP,54,"3  >  41973 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11,0.0070526,10.0.1.2,10.0.1.3,TCP,74,39085  >  4 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992356 TSecr=0 WS=128
12,0.0073787,10.0.1.3,10.0.1.2,TCP,54,"4  >  39085 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13,0.0086652,10.0.1.2,10.0.1.3,TCP,74,42735  >  5 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992358 TSecr=0 WS=128
14,0.008903,10.0.1.3,10.0.1.2,TCP,54,"5  >  42735 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
15,0.0103154,10.0.1.2,10.0.1.3,TCP,74,43623  >  6 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992360 TSecr=0 WS=128
16,0.0105579,10.0.1.3,10.0.1.2,TCP,54,"6  >  43623 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
17,0.0116145,10.0.1.2,10.0.1.3,TCP,74,34345  >  7 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992361 TSecr=0 WS=128
18,0.0118452,10.0.1.3,10.0.1.2,TCP,54,"7  >  34345 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
19,0.0133644,10.0.1.2,10.0.1.3,TCP,74,46109  >  8 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992363 TSecr=0 WS=128
20,0.0135319,10.0.1.3,10.0.1.2,TCP,54,"8  >  46109 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
21,0.0141097,10.0.1.2,10.0.1.3,TCP,74,45015  >  9 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992363 TSecr=0 WS=128
22,0.0142988,10.0.1.3,10.0.1.2,TCP,54,"9  >  45015 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
23,0.0600693,10.0.1.2,10.0.1.3,TCP,74,45435  >  11 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992409 TSecr=0 WS=128
24,0.0604453,10.0.1.3,10.0.1.2,TCP,54,"11  >  45435 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
25,0.0604851,10.0.1.2,10.0.1.3,TCP,74,42847  >  12 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992410 TSecr=0 WS=128
26,0.0606685,10.0.1.3,10.0.1.2,TCP,54,"12  >  42847 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
27,0.0608843,10.0.1.2,10.0.1.3,TCP,74,41101  >  15 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992410 TSecr=0 WS=128
28,0.0610611,10.0.1.3,10.0.1.2,TCP,54,"15  >  41101 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
29,0.0612402,10.0.1.2,10.0.1.3,TCP,74,42569  >  14 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992411 TSecr=0 WS=128
30,0.0622967,10.0.1.3,10.0.1.2,TCP,54,"14  >  42569 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
31,0.071659,10.0.1.2,10.0.1.3,TCP,74,33619  >  13 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992421 TSecr=0 WS=128
32,0.0765541,10.0.1.3,10.0.1.2,TCP,54,"13  >  33619 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
33,0.0846133,10.0.1.2,10.0.1.3,TCP,74,43169  >  16 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992434 TSecr=0 WS=128
34,0.0850164,10.0.1.3,10.0.1.2,TCP,54,"16  >  43169 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
35,0.0982181,10.0.1.2,10.0.1.3,TCP,74,33751  >  17 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992448 TSecr=0 WS=128
36,0.0988381,10.0.1.3,10.0.1.2,TCP,54,"17  >  33751 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
37,0.1039519,10.0.1.2,10.0.1.3,TCP,74,42045  >  18 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992453 TSecr=0 WS=128
38,0.1093303,10.0.1.3,10.0.1.2,TCP,54,"18  >  42045 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
39,0.1117103,10.0.1.2,10.0.1.3,TCP,74,36161  >  20 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992461 TSecr=0 WS=128
40,0.1120882,10.0.1.3,10.0.1.2,TCP,54,"20  >  36161 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
41,0.1162911,10.0.1.2,10.0.1.3,TCP,74,35457  >  19 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992466 TSecr=0 WS=128
42,0.1167897,10.0.1.3,10.0.1.2,TCP,54,"19  >  35457 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
43,0.1382269,10.0.1.2,10.0.1.3,TCP,74,46483  >  22 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992488 TSecr=0 WS=128
44,0.1395371,10.0.1.2,10.0.1.3,TCP,74,38457  >  25 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992489 TSecr=0 WS=128
45,0.1403949,10.0.1.3,10.0.1.2,TCP,54,"25  >  38457 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
46,0.1404541,10.0.1.3,10.0.1.2,TCP,54,"22  >  46483 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
47,0.1427047,10.0.1.2,10.0.1.3,TCP,74,45895  >  24 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992492 TSecr=0 WS=128
48,0.1430938,10.0.1.3,10.0.1.2,TCP,54,"24  >  45895 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
49,0.1515904,10.0.1.2,10.0.1.3,TCP,74,41505  >  21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992501 TSecr=0 WS=128
50,0.15197,10.0.1.3,10.0.1.2,TCP,54,"21  >  41505 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
51,0.1639482,10.0.1.2,10.0.1.3,TCP,74,40345  >  23 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992513 TSecr=0 WS=128
52,0.1706126,10.0.1.3,10.0.1.2,TCP,54,"23  >  40345 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
53,0.1711235,10.0.1.2,10.0.1.3,TCP,74,34125  >  26 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992521 TSecr=0 WS=128
54,0.1713691,10.0.1.3,10.0.1.2,TCP,54,"26  >  34125 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
55,0.1790295,10.0.1.2,10.0.1.3,TCP,74,39151  >  27 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992528 TSecr=0 WS=128
56,0.1794018,10.0.1.3,10.0.1.2,TCP,54,"27  >  39151 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
57,0.1844369,10.0.1.2,10.0.1.3,TCP,74,45315  >  30 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992534 TSecr=0 WS=128
58,0.1848704,10.0.1.3,10.0.1.2,TCP,54,"30  >  45315 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
59,0.1979514,10.0.1.2,10.0.1.3,TCP,74,43623  >  28 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992547 TSecr=0 WS=128
60,0.1983404,10.0.1.3,10.0.1.2,TCP,54,"28  >  43623 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
61,0.2185229,10.0.1.2,10.0.1.3,TCP,74,45995  >  29 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992568 TSecr=0 WS=128
62,0.2188041,10.0.1.3,10.0.1.2,TCP,54,"29  >  45995 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
63,0.252938,10.0.1.2,10.0.1.3,TCP,74,45301  >  33 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992602 TSecr=0 WS=128
64,0.2534247,10.0.1.3,10.0.1.2,TCP,54,"33  >  45301 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
65,0.2609539,10.0.1.2,10.0.1.3,TCP,74,35453  >  32 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992610 TSecr=0 WS=128
66,0.2614799,10.0.1.3,10.0.1.2,TCP,54,"32  >  35453 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
67,0.2754678,10.0.1.2,10.0.1.3,TCP,74,34097  >  31 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992625 TSecr=0 WS=128
68,0.2758779,10.0.1.3,10.0.1.2,TCP,54,"31  >  34097 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
69,0.2818358,10.0.1.2,10.0.1.3,TCP,74,37091  >  34 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992631 TSecr=0 WS=128
70,0.2822855,10.0.1.3,10.0.1.2,TCP,54,"34  >  37091 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
71,0.2889282,10.0.1.2,10.0.1.3,TCP,74,35939  >  35 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992638 TSecr=0 WS=128
72,0.2893194,10.0.1.3,10.0.1.2,TCP,54,"35  >  35939 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
73,0.2996278,10.0.1.2,10.0.1.3,TCP,74,34501  >  37 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992649 TSecr=0 WS=128
74,0.3000203,10.0.1.3,10.0.1.2,TCP,54,"37  >  34501 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
75,0.3120608,10.0.1.2,10.0.1.3,TCP,74,39813  >  40 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992661 TSecr=0 WS=128
76,0.3124907,10.0.1.3,10.0.1.2,TCP,54,"40  >  39813 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
77,0.3219422,10.0.1.2,10.0.1.3,TCP,74,41975  >  39 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992671 TSecr=0 WS=128
78,0.3236511,10.0.1.3,10.0.1.2,TCP,54,"39  >  41975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
79,0.3367126,10.0.1.2,10.0.1.3,TCP,74,38059  >  36 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992686 TSecr=0 WS=128
80,0.3371127,10.0.1.3,10.0.1.2,TCP,54,"36  >  38059 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
81,0.3793335,10.0.1.2,10.0.1.3,TCP,74,35415  >  38 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992729 TSecr=0 WS=128
82,0.3797465,10.0.1.3,10.0.1.2,TCP,54,"38  >  35415 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
83,0.3847265,10.0.1.2,10.0.1.3,TCP,74,40223  >  50 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992734 TSecr=0 WS=128
84,0.3850661,10.0.1.3,10.0.1.2,TCP,54,"50  >  40223 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
85,0.3856887,10.0.1.2,10.0.1.3,TCP,74,45725  >  41 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992735 TSecr=0 WS=128
86,0.3859373,10.0.1.3,10.0.1.2,TCP,54,"41  >  45725 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
87,0.3861043,10.0.1.2,10.0.1.3,TCP,74,35635  >  42 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992735 TSecr=0 WS=128
88,0.3863432,10.0.1.3,10.0.1.2,TCP,54,"42  >  35635 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
89,0.3865857,10.0.1.2,10.0.1.3,TCP,74,43421  >  43 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992736 TSecr=0 WS=128
90,0.3867671,10.0.1.3,10.0.1.2,TCP,54,"43  >  43421 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
91,0.3870523,10.0.1.2,10.0.1.3,TCP,74,33717  >  44 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992736 TSecr=0 WS=128
92,0.3872767,10.0.1.3,10.0.1.2,TCP,54,"44  >  33717 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
93,0.3877455,10.0.1.2,10.0.1.3,TCP,74,37639  >  45 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992737 TSecr=0 WS=128
94,0.3879106,10.0.1.3,10.0.1.2,TCP,54,"45  >  37639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
95,0.3881477,10.0.1.2,10.0.1.3,TCP,74,34113  >  46 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992738 TSecr=0 WS=128
96,0.388305,10.0.1.3,10.0.1.2,TCP,54,"46  >  34113 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
97,0.3885613,10.0.1.2,10.0.1.3,TCP,74,37763  >  47 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992738 TSecr=0 WS=128
98,0.3886622,10.0.1.3,10.0.1.2,TCP,54,"47  >  37763 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
99,0.3895101,10.0.1.2,10.0.1.3,TCP,74,38329  >  48 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992739 TSecr=0 WS=128
100,0.3896964,10.0.1.3,10.0.1.2,TCP,54,"48  >  38329 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
101,0.3899096,10.0.1.2,10.0.1.3,TCP,74,38313  >  49 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992739 TSecr=0 WS=128
102,0.3901352,10.0.1.3,10.0.1.2,TCP,54,"49  >  38313 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
103,0.3957756,10.0.1.2,10.0.1.3,TCP,74,41531  >  51 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992745 TSecr=0 WS=128
104,0.3961193,10.0.1.3,10.0.1.2,TCP,54,"51  >  41531 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
105,0.3965365,10.0.1.2,10.0.1.3,TCP,74,42875  >  53 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992746 TSecr=0 WS=128
106,0.3965728,10.0.1.2,10.0.1.3,TCP,74,35395  >  52 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992746 TSecr=0 WS=128
107,0.3968067,10.0.1.3,10.0.1.2,TCP,54,"52  >  35395 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
108,0.3968194,10.0.1.3,10.0.1.2,TCP,54,"53  >  42875 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
109,0.3974195,10.0.1.2,10.0.1.3,TCP,74,44339  >  54 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992747 TSecr=0 WS=128
110,0.3976424,10.0.1.3,10.0.1.2,TCP,54,"54  >  44339 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
111,0.3978994,10.0.1.2,10.0.1.3,TCP,74,33955  >  55 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992747 TSecr=0 WS=128
112,0.3981365,10.0.1.3,10.0.1.2,TCP,54,"55  >  33955 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
113,0.3983174,10.0.1.2,10.0.1.3,TCP,74,38131  >  56 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992748 TSecr=0 WS=128
114,0.3984819,10.0.1.3,10.0.1.2,TCP,54,"56  >  38131 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
115,0.398753,10.0.1.2,10.0.1.3,TCP,74,45087  >  58 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992748 TSecr=0 WS=128
116,0.3989155,10.0.1.3,10.0.1.2,TCP,54,"58  >  45087 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
117,0.3995939,10.0.1.2,10.0.1.3,TCP,74,33411  >  59 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992749 TSecr=0 WS=128
118,0.3997733,10.0.1.3,10.0.1.2,TCP,54,"59  >  33411 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
119,0.400045,10.0.1.2,10.0.1.3,TCP,74,33747  >  57 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992749 TSecr=0 WS=128
120,0.4002006,10.0.1.3,10.0.1.2,TCP,54,"57  >  33747 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
121,0.400459,10.0.1.2,10.0.1.3,TCP,74,35605  >  60 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992750 TSecr=0 WS=128
122,0.4006044,10.0.1.3,10.0.1.2,TCP,54,"60  >  35605 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
123,0.4059853,10.0.1.2,10.0.1.3,TCP,74,46467  >  61 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992755 TSecr=0 WS=128
124,0.406335,10.0.1.3,10.0.1.2,TCP,54,"61  >  46467 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
125,0.4064952,10.0.1.2,10.0.1.3,TCP,74,39475  >  64 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992756 TSecr=0 WS=128
126,0.4066804,10.0.1.3,10.0.1.2,TCP,54,"64  >  39475 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
127,0.4074387,10.0.1.2,10.0.1.3,TCP,74,43877  >  65 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992757 TSecr=0 WS=128
128,0.4076247,10.0.1.3,10.0.1.2,TCP,54,"65  >  43877 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
129,0.4078479,10.0.1.2,10.0.1.3,TCP,74,45877  >  66 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992757 TSecr=0 WS=128
130,0.4080426,10.0.1.3,10.0.1.2,TCP,54,"66  >  45877 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
131,0.4082434,10.0.1.2,10.0.1.3,TCP,74,33641  >  67 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992758 TSecr=0 WS=128
132,0.4084685,10.0.1.3,10.0.1.2,TCP,54,"67  >  33641 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
133,0.4088989,10.0.1.2,10.0.1.3,TCP,74,44763  >  68 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992758 TSecr=0 WS=128
134,0.4090814,10.0.1.3,10.0.1.2,TCP,54,"68  >  44763 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
135,0.4096148,10.0.1.2,10.0.1.3,TCP,74,44539  >  69 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992759 TSecr=0 WS=128
136,0.4098409,10.0.1.3,10.0.1.2,TCP,54,"69  >  44539 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
137,0.4100111,10.0.1.2,10.0.1.3,TCP,74,39733  >  62 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992759 TSecr=0 WS=128
138,0.4101794,10.0.1.3,10.0.1.2,TCP,54,"62  >  39733 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
139,0.4104703,10.0.1.2,10.0.1.3,TCP,74,38547  >  63 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992760 TSecr=0 WS=128
140,0.4106527,10.0.1.3,10.0.1.2,TCP,54,"63  >  38547 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
141,0.411114,10.0.1.2,10.0.1.3,TCP,74,39849  >  70 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992760 TSecr=0 WS=128
142,0.4112512,10.0.1.3,10.0.1.2,TCP,54,"70  >  39849 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
143,0.4166621,10.0.1.2,10.0.1.3,TCP,74,34719  >  71 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992766 TSecr=0 WS=128
144,0.417124,10.0.1.3,10.0.1.2,TCP,54,"71  >  34719 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
145,0.4175152,10.0.1.2,10.0.1.3,TCP,74,42085  >  74 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992767 TSecr=0 WS=128
146,0.4177412,10.0.1.3,10.0.1.2,TCP,54,"74  >  42085 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
147,0.4179131,10.0.1.2,10.0.1.3,TCP,74,38085  >  75 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992767 TSecr=0 WS=128
148,0.4181466,10.0.1.3,10.0.1.2,TCP,54,"75  >  38085 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
149,0.418301,10.0.1.2,10.0.1.3,TCP,74,43093  >  76 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992768 TSecr=0 WS=128
150,0.4185332,10.0.1.3,10.0.1.2,TCP,54,"76  >  43093 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
151,0.4191048,10.0.1.2,10.0.1.3,TCP,74,40321  >  77 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992768 TSecr=0 WS=128
152,0.4193339,10.0.1.3,10.0.1.2,TCP,54,"77  >  40321 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
153,0.4195234,10.0.1.2,10.0.1.3,TCP,74,35095  >  78 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992769 TSecr=0 WS=128
154,0.4196601,10.0.1.3,10.0.1.2,TCP,54,"78  >  35095 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
155,0.4200036,10.0.1.2,10.0.1.3,TCP,74,45837  >  79 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992769 TSecr=0 WS=128
156,0.4200881,10.0.1.3,10.0.1.2,TCP,54,"79  >  45837 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
157,0.4204159,10.0.1.2,10.0.1.3,TCP,74,42377  >  72 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992770 TSecr=0 WS=128
158,0.42053,10.0.1.3,10.0.1.2,TCP,54,"72  >  42377 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
159,0.4210839,10.0.1.2,10.0.1.3,TCP,74,40559  >  73 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992770 TSecr=0 WS=128
160,0.4212581,10.0.1.3,10.0.1.2,TCP,54,"73  >  40559 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
161,0.4214705,10.0.1.2,10.0.1.3,TCP,74,33135  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992771 TSecr=0 WS=128
162,0.4215889,10.0.1.3,10.0.1.2,TCP,54,"80  >  33135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
163,0.4271861,10.0.1.2,10.0.1.3,TCP,74,42239  >  81 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992777 TSecr=0 WS=128
164,0.4275051,10.0.1.3,10.0.1.2,TCP,54,"81  >  42239 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
165,0.427611,10.0.1.2,10.0.1.3,TCP,74,40623  >  84 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992777 TSecr=0 WS=128
166,0.4278357,10.0.1.3,10.0.1.2,TCP,54,"84  >  40623 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
167,0.4280391,10.0.1.2,10.0.1.3,TCP,74,42181  >  85 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992777 TSecr=0 WS=128
168,0.4282522,10.0.1.3,10.0.1.2,TCP,54,"85  >  42181 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
169,0.4288676,10.0.1.2,10.0.1.3,TCP,74,38161  >  86 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296992778 TSecr=0 WS=128
170,0.4290904,10.0.1.3,10.0.1.2,TCP,54,"86  >  38161 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
